ID,Default
488506,0
415160,1
392888,0
561501,0
571662,0
588283,1
495269,0
511194,1
399654,0
437385,0
419355,0
537042,1
480042,0
502680,0
402237,0
497915,0
511000,1
407541,0
574285,0
443157,1
474660,0
482362,0
466323,0
527776,0
486166,0
440551,0
488875,0
537076,0
537029,1
397543,0
455295,1
440746,0
530641,0
449699,1
388030,0
540228,1
484701,0
493814,1
536253,0
575569,0
518549,1
467106,1
566896,0
588667,0
419233,1
474494,0
451406,0
533693,1
450277,0
458797,1
480035,0
498399,0
588636,0
578736,0
473913,0
583751,1
469761,0
437279,1
557320,0
465605,0
589969,0
391344,0
430146,0
464124,0
558209,0
392586,0
574623,0
443906,0
457053,0
482908,1
494017,0
513178,0
531527,0
486026,1
421543,1
420514,0
574046,0
426948,0
474722,1
455033,0
420143,0
536178,0
455935,0
459233,0
424903,1
421218,0
578322,0
503197,1
533447,0
574627,1
466857,1
422383,0
409771,1
474316,0
496348,0
451673,0
491724,1
582958,0
464590,1
402927,0
423532,0
508887,1
427472,0
399482,0
435463,0
456287,0
405932,0
389944,0
481036,0
572191,1
552629,0
511790,0
524423,1
431407,0
547561,0
431381,0
490944,0
550510,1
475805,0
558971,0
564198,0
493866,0
479567,0
414267,1
536697,0
579897,0
443881,0
531127,0
394153,0
505591,0
431025,0
447569,0
580226,1
522691,0
488707,0
573910,0
414214,0
493055,0
432717,0
396288,0
507356,0
410734,0
560616,0
424958,0
512846,0
549755,0
519740,0
440826,0
533106,1
398955,0
474016,0
533550,0
387930,1
532528,0
581916,0
499097,1
439992,1
401386,1
560336,0
501594,0
504451,0
482016,0
500982,1
508604,0
466564,0
526488,0
467916,0
489531,0
581244,0
538735,1
515959,0
486022,0
577270,0
417589,0
436847,0
534235,0
484548,1
547724,0
441549,1
573927,0
584747,0
477840,1
401613,0
523779,0
547128,0
470103,0
552368,0
581555,0
480721,0
475559,0
417301,0
503060,0
416761,1
422913,0
470050,1
529441,0
546549,0
514678,1
393914,0
419579,0
418934,0
556001,0
537274,0
481765,1
559466,0
469367,0
558900,1
411600,0
397213,0
578522,0
520297,1
534346,0
577841,1
542301,0
564268,1
429161,0
412196,0
555532,1
522688,0
474987,0
497278,0
526866,0
424157,0
546100,0
446714,0
559355,0
426481,1
542061,0
397287,0
464880,0
484964,1
521782,0
525777,1
571023,0
466760,1
515815,1
570617,1
474657,0
564370,0
517011,0
452816,0
528451,0
470031,1
574925,0
454041,0
551843,0
534915,1
551036,0
501629,1
439858,0
422755,0
497595,0
493783,0
496116,0
432496,0
572397,0
588250,0
490738,0
520441,1
549042,0
537118,1
427021,1
556870,1
418730,0
432946,0
468345,1
437704,0
529297,0
511241,0
409735,0
565548,1
485757,0
432820,0
445889,0
446131,1
473087,0
455231,0
465586,0
392660,0
547618,1
420439,0
409056,0
583826,0
525730,0
548423,0
398860,0
408594,1
569182,0
589196,0
458649,0
525430,0
504061,1
498883,0
411922,0
446676,0
396311,0
519974,1
413593,0
438436,0
461073,0
523386,1
391725,0
408299,0
462192,0
481881,0
525398,0
588009,0
468736,0
390073,0
404096,0
392966,0
446063,1
461875,0
454619,0
438186,0
497090,1
573731,0
525129,1
487981,0
498125,0
539358,0
471641,1
532280,1
487469,1
548123,0
572996,1
454031,0
560218,0
466956,1
418407,0
473278,0
408277,0
483020,0
444331,0
568247,0
432992,0
487300,0
422469,1
490623,1
424434,1
405607,0
546811,0
555301,1
459442,0
396337,0
544554,0
529214,0
397566,0
452028,0
575596,1
451002,1
572102,1
394306,0
428857,1
410594,0
504618,0
560442,0
562764,0
392116,0
481040,0
465039,0
403781,0
394598,0
578014,0
387820,1
572178,1
512230,0
435441,0
541398,0
413526,1
430048,0
547500,0
571495,1
506263,0
533442,0
522417,0
487243,0
589602,1
461342,1
512827,0
438570,0
581058,0
474845,0
529448,0
487189,1
419766,1
578894,0
495811,0
511333,1
506281,0
411095,1
560328,0
495568,0
488036,1
566968,0
478785,1
392874,1
583218,0
525301,0
454622,0
484348,0
580270,0
554207,1
406382,1
501413,0
573087,0
576329,0
582406,0
544581,1
453325,0
509822,0
465524,1
507471,0
549719,0
572948,1
468929,0
525499,1
505215,0
452266,0
472818,0
402153,0
442431,1
474341,0
447979,0
576859,0
513666,1
537105,0
460598,0
544101,0
504547,1
523414,0
462614,0
405871,0
412824,0
402165,0
573977,0
502522,1
516053,0
558322,1
534288,0
461666,0
560432,1
493363,0
553664,1
457661,0
527167,0
458334,0
469149,0
529704,0
396370,0
494938,0
453638,0
392089,0
410678,1
497610,1
538160,0
421076,0
551429,0
522108,0
492841,0
430483,1
404257,0
429255,0
581509,0
452657,0
398435,0
589774,1
400020,0
418478,0
589943,0
550675,1
441442,0
554089,0
543351,1
476421,0
552887,0
477422,0
562453,0
508563,0
432367,1
418370,0
418421,0
590366,0
516963,1
451108,0
495712,1
455662,0
536770,0
504568,0
387700,0
551921,0
559028,1
485637,0
496470,1
529423,1
425897,0
539107,1
481367,0
502283,1
472737,0
446780,0
441175,1
519859,1
453895,0
402287,0
527247,0
466725,0
458065,0
515832,0
474446,0
537309,0
431719,0
434326,0
546561,0
471601,0
405439,1
393328,0
499262,0
542209,0
546596,0
477977,0
489460,0
543561,0
566595,0
428456,0
389051,1
569217,0
573186,0
582426,0
519704,0
476643,1
454632,0
501974,1
402081,0
587974,1
441950,1
476851,1
544274,0
414766,0
547263,0
534631,0
477448,0
492192,0
470875,1
545607,1
465864,1
545061,0
458383,0
401282,0
418371,0
425419,0
417790,0
509352,0
521760,0
405481,0
456669,0
402200,1
411563,0
547142,1
545697,0
506348,1
579569,0
543290,1
553393,0
558351,0
559854,0
580594,1
544739,0
425193,0
474597,0
554692,0
494401,1
420306,1
406293,0
449107,1
587485,0
549820,0
410329,0
392209,1
485143,0
423410,1
473766,0
555686,1
582843,0
429746,0
583195,1
426869,1
399759,0
533125,0
578421,0
560688,1
418393,1
465839,0
504805,0
443958,1
415361,1
543598,0
407298,0
458564,1
468876,0
463224,0
533042,0
552587,0
394683,0
519613,0
447333,0
468571,0
517954,1
437168,0
471086,0
511123,0
488732,0
494968,1
494416,0
552989,0
539203,0
512995,0
585911,0
541672,0
403368,0
428636,1
523742,0
441532,1
423748,0
514853,0
411930,0
410246,0
480845,0
582979,1
444235,0
482497,0
558618,0
459645,0
545632,0
545642,1
539551,0
421411,1
390640,0
405444,0
558191,0
521592,1
498514,0
406929,0
497916,1
483244,0
579980,0
441988,0
505542,1
432169,0
457177,0
428104,0
425583,0
513113,1
458152,0
418898,1
452203,0
401626,0
567413,0
486297,1
477952,0
579678,0
523620,0
433790,0
410294,0
462735,1
391494,0
589331,0
570654,0
417958,0
458767,1
487853,0
490930,0
507127,0
573953,0
483505,1
413380,0
426351,1
556077,0
440653,0
574323,0
490448,0
505715,0
418428,1
495663,1
577873,1
577618,1
535133,1
589336,0
481179,0
556131,1
448708,0
412197,0
427860,0
481842,0
407895,0
426222,1
484367,0
532022,1
525223,0
586584,0
518665,0
451093,1
493932,1
489542,0
464409,0
429347,0
581317,0
491228,0
416988,0
484996,0
467752,1
540626,0
415931,0
528786,1
575989,0
463866,0
423835,0
560398,1
582367,0
421607,0
534196,1
495334,0
499200,0
566716,0
510784,0
511470,1
463655,0
401749,1
389433,0
443297,0
571616,0
427591,0
538330,0
573739,0
556058,1
395677,0
577995,0
562712,0
513575,0
416561,0
419271,0
406706,0
513538,0
510372,1
508617,0
474222,0
482054,0
578591,1
500561,0
544693,1
456018,0
566736,0
452801,0
432535,0
500470,0
538418,1
540875,0
551028,0
569145,1
495205,0
486328,0
558010,0
493834,0
454363,0
578369,0
487654,0
433699,0
434319,0
533118,0
451092,0
576015,0
531871,1
449794,0
585211,0
456448,0
530976,0
581754,0
564944,1
434970,1
477591,1
426464,0
405265,1
472490,0
434197,0
538390,0
541448,1
414175,0
454904,0
399454,0
402624,0
456422,1
537422,0
545346,0
553522,0
557098,0
422147,0
435096,0
513844,0
525138,1
563075,0
505362,0
433599,0
578688,0
551145,0
490393,0
511554,0
575315,0
555829,1
426477,0
395043,1
441174,1
485766,0
409146,0
488583,1
443450,0
489969,0
432010,0
462278,0
494883,0
483979,0
435949,0
455224,0
483860,1
460325,0
435300,0
569044,0
588438,0
532852,0
475467,0
526265,0
492240,0
558533,1
505560,0
489633,1
480432,1
486474,0
525647,0
552292,0
437630,1
534689,1
542225,0
418863,1
402744,0
500798,0
429531,0
397521,1
517170,0
525116,0
587680,1
470998,1
580498,1
482233,0
417492,0
475717,0
575195,0
499959,0
472228,0
568946,1
546410,0
456697,0
557594,0
531800,0
430090,0
533523,1
562592,0
404946,0
575711,0
583183,0
512360,1
538897,0
477118,0
443949,0
527682,0
581489,1
589232,0
477544,0
508746,0
577097,0
496873,0
412414,0
482528,0
537702,1
402928,0
431266,0
397769,1
532439,1
394365,0
474758,1
495915,0
411117,1
527110,0
523978,1
429806,0
506795,0
505155,0
394627,0
560524,0
471026,1
420011,0
457671,1
503309,1
408214,1
512822,0
448442,1
559376,0
436456,0
416339,1
509572,0
461475,0
437155,0
489821,1
434966,0
515373,0
563284,0
408573,1
554603,1
431894,0
538003,1
535250,1
541413,0
416774,0
414228,0
514265,1
542108,1
403064,0
406976,0
494092,1
519843,0
507992,0
586494,0
435912,0
538332,0
566374,0
422343,0
540163,0
564397,1
496710,0
414366,0
491098,0
540907,0
403823,0
442714,0
453782,0
454543,0
465157,0
551841,1
538600,1
482246,0
492767,0
498504,0
517190,0
441361,0
391055,0
516994,0
412714,0
424679,0
585605,1
448385,0
458698,1
539127,0
581769,1
574191,0
534967,0
391273,0
563386,0
505556,0
554467,0
423294,0
513060,0
420462,0
448559,0
479729,0
395151,0
483489,0
495514,1
452636,0
522054,1
577679,1
391163,0
441029,0
396577,0
487752,0
463990,1
490563,1
551067,0
505594,0
457648,1
500782,0
577595,1
492662,1
585808,0
404827,0
489702,1
502045,0
488281,0
531861,0
580456,0
574261,0
393037,0
441587,1
579653,0
529550,0
481091,0
400652,0
419441,1
526404,0
572158,0
511703,1
426096,0
538654,1
583434,0
572021,0
447544,0
489396,0
388882,1
462520,1
395685,0
515415,0
457760,0
405994,0
565526,0
451858,1
395209,0
536667,0
418392,1
491402,0
581482,0
519194,1
478485,0
573576,1
407465,1
525353,0
458869,0
421107,1
423941,0
571840,1
470321,0
461079,0
464241,1
489598,0
514389,0
463697,0
559070,0
476725,1
528842,0
522826,0
408332,0
495611,0
440244,0
547152,1
498994,0
397138,0
424113,1
578388,0
398198,0
565563,1
567180,1
465376,0
389077,0
399734,0
429490,0
562689,0
458846,0
510042,0
512194,0
561094,0
505697,1
500133,0
466242,0
464615,0
468779,0
399613,0
436339,1
576632,1
508742,1
585230,0
559046,0
548963,0
568931,0
499873,0
395010,1
465727,0
508914,0
465334,1
400199,0
574415,1
394392,0
408517,0
426568,0
463833,0
573085,0
565744,0
562900,0
439073,0
571077,0
539702,0
407558,1
468622,0
527097,0
426941,1
512292,0
457298,0
420004,1
541482,1
535039,0
545395,0
568388,0
521859,0
583695,0
559981,1
510144,0
422592,0
474093,1
547944,0
509984,1
562814,1
480082,0
388570,0
399680,0
438354,0
399115,1
544896,0
418881,1
512500,1
448268,1
516121,0
538676,1
563439,0
427879,0
509925,0
514796,1
502404,0
495371,1
496948,0
483569,0
556465,0
521099,0
388255,0
574628,0
555003,0
425771,1
392752,1
446358,0
585317,0
410548,1
501269,1
409853,1
414728,1
508657,1
573481,1
518697,0
578157,0
520263,0
463805,0
469127,1
393139,0
405354,1
400688,0
514971,1
460640,0
387804,0
447896,0
514458,0
570560,0
539969,1
534796,0
520654,0
530712,0
433710,0
454303,1
448980,0
429014,1
506327,0
407988,0
514632,0
393486,1
502943,0
484912,1
578140,0
584717,0
413532,0
512132,0
549629,1
450207,0
533763,0
394648,0
540601,0
468224,0
565421,0
453718,0
586486,0
564006,0
498164,0
586673,0
551484,1
555883,0
584806,0
478605,0
441096,0
589405,0
424146,0
495093,0
559322,1
533782,0
444980,1
393163,1
573607,0
537288,0
453611,0
516831,0
504866,1
405344,0
503383,0
418136,0
446524,0
490105,0
553128,0
589997,1
451833,0
534647,0
588905,0
482645,1
535528,1
439705,0
547952,0
429182,0
486743,0
458651,1
490854,0
446597,0
516383,0
490178,0
444963,0
496009,0
482394,1
517007,1
436552,0
583045,0
461127,1
406760,1
520873,1
586514,0
465975,0
397426,1
564564,0
545290,0
391244,0
478499,0
512102,0
426916,0
507890,0
407762,0
406066,0
396012,0
572647,1
449336,0
468093,0
481389,0
571951,0
505804,0
417483,0
562512,0
585713,0
529544,1
444772,1
545091,0
405841,1
589161,0
457090,1
389086,0
507565,1
487997,0
520884,0
587261,0
587812,0
421798,0
521195,0
572308,1
581801,0
486843,0
407544,0
528537,1
454778,0
582844,0
490773,0
416652,1
508029,1
457461,0
546014,0
459309,1
411153,0
405134,0
422276,1
470335,0
552328,1
448002,1
484208,0
402213,0
510996,0
414997,0
574984,0
433105,0
523303,1
439475,0
504314,1
419278,0
577573,1
543848,0
557938,0
480317,1
503378,0
406114,1
451090,0
408370,1
524477,0
445358,0
440793,0
557412,0
534004,0
560325,1
392733,0
523027,1
414240,0
483750,1
472681,0
472286,1
507574,1
566849,1
474766,0
447189,1
428766,1
470721,0
405026,0
421131,0
472761,1
481135,0
517662,0
444074,0
462610,1
402111,0
426963,0
489178,0
506791,0
465259,0
451332,0
541512,0
489829,0
570848,0
477020,0
527318,0
432351,1
541545,0
489280,1
422210,0
556498,0
395320,1
392242,0
507902,1
403674,1
390144,1
582760,0
568283,1
489016,1
467212,0
408385,1
567175,1
395958,0
425359,0
404720,0
538640,0
395935,0
566929,1
388503,0
564764,1
511018,0
492152,0
570474,0
399818,0
489496,0
576286,0
390026,1
577613,0
435802,0
515645,0
534413,0
438545,0
562335,0
483189,0
555730,0
511756,1
399988,0
477973,0
540178,1
432605,1
485400,0
532070,0
401928,0
540812,0
578148,0
456492,0
415963,0
446889,1
553493,0
393795,0
406806,1
522493,1
469803,0
487191,1
484101,0
466509,1
494654,0
492330,0
447280,0
540259,0
463538,0
533796,0
434773,1
545546,1
448949,0
468384,0
394521,0
514074,1
562714,0
578713,0
479380,0
430376,0
568707,0
450666,1
552473,0
582160,0
468002,0
467093,0
535637,0
455806,0
434179,0
560613,0
459730,0
527730,0
511928,1
417529,0
532867,0
467135,0
408343,0
554594,0
473255,1
539120,1
492591,0
425355,0
403179,0
398680,0
391569,0
523751,1
462080,0
430465,1
388739,0
552883,0
538988,1
554439,1
489673,0
520488,0
433712,0
585596,1
539766,0
572440,0
463166,0
509171,1
550536,0
432336,0
453188,0
586848,0
507997,1
566360,0
521594,0
563150,0
492672,0
487032,0
480938,0
458810,0
575035,1
512898,0
424003,0
469055,0
469696,1
481777,1
409602,0
434582,1
470885,1
493610,0
515751,0
435350,0
435995,1
558266,1
513543,0
585801,0
422754,1
461389,1
509447,0
576461,0
562533,0
573855,0
585338,1
478545,0
488530,1
472468,0
415961,1
501030,0
534756,0
475290,0
534100,0
522301,0
499862,0
482685,0
547892,1
529546,0
563102,0
494322,1
494399,0
571276,0
539952,0
407406,0
424047,0
478325,0
486490,1
559992,0
392859,0
468698,0
427224,1
545335,0
452908,0
406183,1
477705,0
461159,0
516187,0
427812,0
566809,0
450103,1
394029,1
487042,0
546592,1
421551,1
398035,0
554601,0
484796,0
403830,1
546969,0
492491,0
448006,0
484742,0
400416,0
418593,0
579461,0
525378,0
458641,0
573441,1
550572,0
437914,0
446753,1
568052,0
393876,1
409199,0
585641,0
409818,0
507390,0
508418,1
576694,1
553723,0
415339,0
504315,0
560773,0
495832,0
451602,0
491800,0
482477,0
578895,0
476766,0
456250,1
431939,0
533265,0
530623,0
460447,0
574132,0
543336,0
477941,1
511720,0
421444,0
394633,0
484019,0
561185,1
432615,0
576500,1
539096,0
579134,1
388667,0
507917,0
420362,0
452456,0
510839,1
409712,1
569086,1
432415,0
491733,0
573626,0
490173,0
411903,0
492276,0
498138,0
390155,1
436954,1
584892,1
472702,1
410634,1
561890,0
460668,1
526869,1
588984,0
459192,0
530656,0
437796,1
493414,1
479411,0
554483,0
561461,1
438662,0
587586,0
400733,1
589788,0
478476,0
567092,0
581462,1
490331,0
475478,0
425122,1
401062,0
480275,1
544774,0
397371,0
390856,0
558441,0
421254,0
576085,0
453060,0
421469,0
563081,0
432411,0
587745,1
449225,0
559381,1
490646,0
517684,0
507245,0
420507,1
406002,0
559624,0
484326,0
567945,0
573154,0
535998,1
403398,1
435918,1
476998,0
419011,0
418497,1
539577,0
396998,0
570126,0
528155,1
587755,0
543468,0
578784,1
459592,0
494637,1
584793,0
389823,0
566950,0
469455,0
432586,0
419431,0
584299,1
589955,1
469294,0
468097,0
429611,1
464031,0
549970,0
480955,0
422584,0
503386,1
477497,1
456419,0
500781,0
533955,0
406016,1
541214,0
487807,1
485465,0
535806,0
547439,0
505914,0
406598,0
455481,0
492578,0
531437,1
443899,0
436753,1
432640,0
537848,1
467158,1
470562,0
416242,0
416629,1
411840,0
447230,0
530766,0
433064,0
548837,0
525572,1
520758,0
424519,1
547664,0
513968,0
414713,0
388753,0
576189,0
540106,0
495622,0
417358,1
567543,0
416310,1
572971,0
586852,0
585892,1
484931,0
553237,0
530774,0
451585,0
421156,0
580262,0
452082,1
540482,0
451536,0
452305,0
401539,0
463406,0
490602,0
552254,0
470934,0
525235,0
582846,0
440704,1
477077,1
496113,0
536958,0
420144,0
524174,0
445005,0
456278,0
589494,0
551141,1
485498,0
547285,0
443852,0
421006,0
416739,0
395037,0
420981,0
563146,0
462395,0
427273,1
509990,1
408513,0
402653,0
416171,1
527416,0
538539,0
500846,0
508725,1
456464,0
539036,0
526579,1
579377,0
537473,1
546007,1
417560,0
537657,0
409009,1
576293,0
520995,0
438244,0
529034,0
455029,0
420271,0
389042,0
549333,1
409414,1
491556,0
519216,1
556394,0
499239,1
443135,0
437996,0
468237,0
500593,0
509618,0
446974,0
505901,0
430979,0
456038,1
474252,1
535128,0
425760,1
511324,1
419967,0
561362,1
566275,0
506804,0
487505,0
531959,1
511892,0
391781,1
543606,0
474992,0
520511,0
470054,0
505641,0
503993,0
545557,0
552758,1
407784,1
439441,0
453732,0
490693,0
559532,0
583919,1
488912,0
397416,1
555267,0
581558,1
441748,1
546878,1
515294,0
487168,0
536547,0
563420,0
465937,0
454374,0
430360,0
468584,0
419468,1
519635,0
480540,1
545186,0
444543,0
496425,1
544399,1
436077,0
473862,1
515045,0
413472,1
508765,0
506694,0
420274,0
409789,0
551696,1
438809,1
469555,0
477133,0
544437,1
565006,1
409770,1
442482,0
527310,0
425832,0
462815,0
430192,1
543868,0
441283,1
489565,0
508260,1
532685,1
455615,1
499148,0
544398,0
469015,0
466742,0
399895,0
467646,1
534826,1
408195,1
516244,1
438400,1
398805,0
429677,0
471015,0
396588,0
575664,0
558747,1
520210,1
476714,0
453323,1
396196,0
496850,0
428248,0
437005,1
533567,0
432964,1
558117,0
510004,0
439744,1
516223,0
521753,0
452491,1
471101,0
446621,0
406562,0
587960,0
433481,0
576378,0
512647,0
544644,0
406454,0
501694,0
441633,0
419909,0
584848,1
392176,0
466009,0
436970,1
452454,0
553260,0
536135,0
459232,1
405683,0
406341,1
403023,0
461523,0
456181,0
540924,1
463908,0
404102,0
410214,1
470758,0
532937,0
561248,0
451469,1
415416,1
416424,1
439341,0
573164,1
423026,1
474431,1
583784,0
461044,0
580186,0
575936,0
443333,1
499235,0
464994,0
462972,0
494345,1
534627,0
483482,0
558949,0
582940,1
388849,0
531320,0
586016,0
522120,0
555707,0
484016,0
412985,1
429352,0
550859,0
545325,0
588235,0
546103,0
587555,0
569020,0
543247,1
414595,0
501929,0
520991,1
447276,0
437951,0
393906,0
485796,0
532434,0
393945,0
495719,0
472968,0
559674,0
582924,1
468072,1
491557,0
557203,1
535202,0
416416,1
540676,0
508784,0
387829,0
551851,1
429766,0
416534,0
524242,0
545114,0
472385,0
474613,1
507878,0
506181,0
477189,0
575663,1
584272,0
572237,0
401637,0
577930,0
479752,1
508508,0
502006,0
583786,1
442746,0
570454,0
551364,0
399848,0
397538,0
556003,0
479376,1
579708,0
475032,0
565854,0
588351,1
560633,0
403063,1
470600,1
454165,0
572263,0
490388,0
403531,0
568818,1
417981,1
570686,0
494659,0
474836,0
543978,0
404637,0
452053,1
422320,1
434395,1
561676,0
410577,1
474376,0
412015,0
510116,0
436972,0
508639,0
544152,0
587803,0
461927,0
529692,1
535072,1
523081,1
481873,0
428671,0
530856,0
453729,0
550932,1
481199,1
574990,1
426170,0
564075,0
455105,1
440735,0
463861,0
494690,1
573675,0
501789,0
436225,0
519256,0
438872,0
392706,1
419199,0
530959,0
544483,0
491647,0
583537,1
419358,0
428444,0
394293,0
576686,0
563558,1
547388,1
528863,1
465733,1
411444,1
492828,0
487021,0
431115,0
442985,0
548110,0
564250,0
499106,0
481118,1
439786,0
516160,0
399055,0
555340,0
435894,0
504020,0
462835,0
522871,1
532045,1
397784,0
497639,1
533065,0
408111,0
414665,1
443591,0
444007,0
588585,0
469782,0
523060,1
490036,0
466311,0
513834,0
541315,0
553504,0
488439,0
534657,1
438286,1
393215,0
393990,0
568178,0
462411,0
584736,0
505282,0
518265,0
545095,0
399353,1
406586,0
492805,0
571505,1
566890,0
484569,0
513560,0
543028,0
483754,0
530811,0
476485,0
533704,0
427411,0
433083,1
568077,1
408672,1
431061,1
466316,0
538074,0
506279,0
482627,0
585356,0
447242,0
502297,1
583274,0
503009,0
418312,1
548937,0
514143,0
538570,1
516188,1
489775,0
401172,0
589179,0
425182,0
511713,0
455645,0
463092,0
580896,0
442154,0
394850,0
569959,0
425862,0
546693,1
581164,1
562552,0
510905,0
555082,0
497904,1
482596,0
397737,0
420195,0
467280,0
508947,0
519189,0
542194,1
415121,1
391938,0
510074,1
537672,0
579265,0
519103,1
572185,1
568810,0
446037,1
408063,1
408988,0
503553,0
404283,0
412792,0
486901,0
393573,0
489318,0
539967,0
418667,1
413193,0
462494,0
579190,0
472841,1
534362,1
423023,1
533040,0
589261,1
412851,0
540921,0
444038,0
477594,1
465756,1
585861,1
403832,0
449099,0
571207,1
504809,1
541122,0
573763,1
568135,0
514968,1
415485,0
477054,0
429560,0
492133,0
442331,0
580686,0
587496,0
549987,0
399803,0
493798,1
409155,0
393210,1
585450,0
423106,0
433821,1
441084,0
530298,0
435522,1
438344,0
506484,0
428087,1
575716,0
479158,1
454911,0
439793,0
584761,0
445993,0
475232,1
470276,1
527452,0
430995,0
581356,1
428164,0
465595,0
454263,1
443646,1
475366,0
405779,0
491815,1
580098,0
488910,1
409613,0
467736,1
499383,1
514485,0
579261,1
568890,1
557160,1
398561,0
452008,1
516651,1
485970,0
589732,0
402599,1
537269,0
531941,0
544241,1
506846,0
584858,0
573812,0
474779,1
403344,1
407620,0
463952,0
587227,0
521338,0
574715,1
474922,0
542947,0
544137,0
551387,0
548868,0
406685,0
492655,0
535596,0
587031,0
538840,0
473480,0
451666,0
391192,1
468480,0
488461,0
428421,1
535426,0
398936,0
455635,0
521271,1
499945,0
550644,0
517683,0
522930,0
453947,0
561034,1
407126,0
425128,0
409589,0
443556,0
523115,0
466074,1
402425,0
498437,0
584864,0
527777,0
520668,0
436471,0
486666,0
580434,0
574016,0
440687,0
454847,0
421141,0
410566,0
448645,0
532875,0
429250,1
582016,0
557101,0
450072,1
589022,0
438802,0
566182,0
588146,0
415147,0
476632,0
510332,0
573273,0
492535,0
578114,1
538093,1
465557,0
391064,0
588634,0
574699,0
527262,1
411463,0
438850,0
578409,0
531580,1
569463,1
441696,0
584350,1
506169,0
429139,0
481337,0
399302,0
434794,0
486952,1
518710,0
427134,0
460141,0
418717,0
562998,0
431188,0
430425,1
440819,0
539724,1
488182,0
510570,1
399112,1
561012,0
422166,0
513868,1
530126,0
519153,0
562996,0
562559,0
420461,0
525333,0
451365,0
580018,0
458675,0
498530,0
477156,0
562742,0
485131,0
479052,0
488247,0
425992,0
523967,0
430817,0
557000,1
582983,1
579905,0
392748,0
424854,0
507601,0
472983,1
438272,0
524739,1
417655,0
411292,0
571883,0
504794,0
539535,0
396435,1
561449,0
574955,0
563436,1
442548,0
483084,0
450624,1
485086,0
519273,1
501730,0
456681,1
475875,1
493008,0
567966,1
578743,1
460601,0
572027,1
430074,1
405823,0
484914,1
532763,0
577709,0
442895,1
542962,0
387726,1
440710,0
502073,1
543787,1
462366,1
469397,0
416517,0
515309,0
550499,1
407596,1
415221,0
576220,0
568615,0
393847,0
390460,0
515348,0
541633,1
498606,0
402406,1
503269,0
537740,0
522244,1
540312,1
483827,0
455344,0
447491,1
493296,1
484182,0
568155,0
578188,0
551389,0
547377,0
505055,0
461565,0
459096,1
390482,0
539514,1
512502,1
415158,0
549792,0
546503,0
446387,0
553025,1
510301,0
471934,1
484546,0
489213,0
489588,0
576742,1
467725,0
524738,0
546705,0
490592,0
451885,0
530118,1
504749,0
458726,1
467374,0
466748,1
553965,0
560390,0
509290,0
553715,0
466683,1
589618,1
446598,0
470743,0
428564,0
416376,0
448496,0
495022,0
399881,0
563149,1
572917,0
418213,0
461828,0
435188,1
425489,0
463882,0
500547,0
494943,1
416181,0
496375,1
552027,0
